,000_heartRate,015_heartRate,030_heartRate,045_heartRate,060_heartRate,075_heartRate,090_heartRate,105_heartRate,120_heartRate,135_heartRate,150_heartRate,165_heartRate,180_heartRate,195_heartRate,210_heartRate,225_heartRate,240_heartRate,255_heartRate,270_heartRate,285_heartRate,300_heartRate,315_heartRate,330_heartRate,345_heartRate,360_heartRate,375_heartRate,390_heartRate,405_heartRate,420_heartRate,435_heartRate,450_heartRate,465_heartRate,480_heartRate,495_heartRate,510_heartRate,525_heartRate,540_heartRate,555_heartRate,570_heartRate,585_heartRate,600_heartRate,615_heartRate,630_heartRate,645_heartRate,660_heartRate,675_heartRate,690_heartRate,705_heartRate,720_heartRate,735_heartRate,750_heartRate,765_heartRate,780_heartRate,795_heartRate,810_heartRate,825_heartRate,840_heartRate,855_heartRate,870_heartRate,885_heartRate,studyId,startTimeStamp,startDateTime,endTimeStamp,steps,distanceInMeters,maxMotionIntensity,meanMotionIntensity,sleepLabel
4502,79,76,76,76,76,78,78,78,78,80,80,80,80,81,81,81,81,82,82,82,82,81,81,81,81,83,83,83,83,82,82,82,82,81,81,81,81,77,77,77,77,73,73,73,73,80,80,80,80,78,78,78,78,77,77,77,77,79,79,79,S4,1521973800,2018-03-25 10:30:00,1521974700,0,0.0,5,5.0,0
4503,79,82,82,82,82,83,83,83,83,84,84,84,84,81,81,81,81,82,82,82,82,80,80,80,80,75,75,75,75,78,78,78,78,82,82,82,82,76,76,76,76,74,74,74,74,75,75,75,75,83,83,83,83,82,82,82,82,81,81,81,S4,1521974700,2018-03-25 10:45:00,1521975600,0,0.0,5,5.0,0
4504,81,84,84,84,84,80,80,80,80,76,76,76,76,85,85,85,85,88,88,88,88,87,87,87,87,87,87,87,87,86,86,86,86,84,84,84,84,83,83,83,83,84,84,84,84,85,85,85,85,90,90,90,90,87,87,87,87,85,85,85,S4,1521975600,2018-03-25 11:00:00,1521976500,0,0.0,7,5.266666667,0
4505,85,84,84,84,84,82,82,82,82,84,84,84,84,75,75,75,75,83,83,83,83,86,86,86,86,82,82,82,82,90,90,90,90,84,84,84,84,100,100,100,100,124,124,124,124,97,97,97,97,86,86,86,86,85,85,85,85,88,88,88,S4,1521976500,2018-03-25 11:15:00,1521977400,0,0.0,7,5.0,0
4506,88,85,85,85,85,81,81,81,81,83,83,83,83,87,87,87,87,90,90,90,90,91,91,91,91,91,91,91,91,86,86,86,86,84,84,84,84,88,88,88,88,89,89,89,89,84,84,84,84,91,91,91,91,87,87,87,87,89,89,89,S4,1521977400,2018-03-25 11:30:00,1521978300,0,0.0,7,4.6,0
4507,89,87,87,87,87,84,84,84,84,90,90,90,90,89,89,89,89,87,87,87,87,78,78,78,78,82,82,82,82,84,84,84,84,80,80,80,80,90,90,90,90,88,88,88,88,83,83,83,83,85,85,85,85,80,80,80,80,80,80,80,S4,1521978300,2018-03-25 11:45:00,1521979200,0,0.0,7,4.2,0
4508,80,79,79,79,79,86,86,86,86,80,80,80,80,79,79,79,79,81,81,81,81,86,86,86,86,90,90,90,90,88,88,88,88,91,91,91,91,84,84,84,84,77,77,77,77,73,73,73,73,84,84,84,84,93,93,93,93,91,91,91,S4,1521979200,2018-03-25 12:00:00,1521980100,0,0.0,7,4.333333333,0
4509,91,78,78,78,78,84,84,84,84,93,93,93,93,93,93,93,93,89,89,89,89,86,86,86,86,86,86,86,86,80,80,80,80,85,85,85,85,85,85,85,85,86,86,86,86,91,91,91,91,90,90,90,90,90,90,90,90,86,86,86,S4,1521980100,2018-03-25 12:15:00,1521981000,0,0.0,7,4.0,0
4510,86,88,88,88,88,89,89,89,89,90,90,90,90,86,86,86,86,79,79,79,79,88,88,88,88,83,83,83,83,86,86,86,86,83,83,83,83,77,77,77,77,75,75,75,75,75,75,75,75,79,79,79,79,86,86,86,86,80,80,80,S4,1521981000,2018-03-25 12:30:00,1521981900,0,0.0,4,4.0,0
4511,80,87,87,87,87,90,90,90,90,84,84,84,84,86,86,86,86,88,88,88,88,95,95,95,95,92,92,92,92,87,87,87,87,87,87,87,87,84,84,84,84,89,89,89,89,88,88,88,88,79,79,79,79,81,81,81,81,88,88,88,S4,1521981900,2018-03-25 12:45:00,1521982800,0,0.0,7,4.133333333,0
4512,88,89,89,89,89,93,93,93,93,93,93,93,93,86,86,86,86,90,90,90,90,85,85,85,85,96,96,96,96,87,87,87,87,94,94,94,94,98,98,98,98,112,112,112,112,98,98,98,98,108,108,108,108,112,112,112,112,105,105,105,S4,1521982800,2018-03-25 13:00:00,1521983700,0,0.0,7,5.333333333,0
4513,105,99,99,99,99,108,108,108,108,99,99,99,99,95,95,95,95,94,94,94,94,91,91,91,91,91,91,91,91,89,89,89,89,93,93,93,93,87,87,87,87,91,91,91,91,91,91,91,91,91,91,91,91,90,90,90,90,94,94,94,S4,1521983700,2018-03-25 13:15:00,1521984600,0,0.0,7,3.8,0
4514,94,90,90,90,90,92,92,92,92,89,89,89,89,90,90,90,90,101,101,101,101,98,98,98,98,94,94,94,94,94,94,94,94,93,93,93,93,92,92,92,92,93,93,93,93,91,91,91,91,90,90,90,90,92,92,92,92,99,99,99,S4,1521984600,2018-03-25 13:30:00,1521985500,0,0.0,7,4.8,0
4515,99,98,98,98,98,94,94,94,94,95,95,95,95,94,94,94,94,93,93,93,93,86,86,86,86,84,84,84,84,92,92,92,92,95,95,95,95,92,92,92,92,91,91,91,91,91,91,91,91,86,86,86,86,80,80,80,80,84,84,84,S4,1521985500,2018-03-25 13:45:00,1521986400,0,0.0,7,3.266666667,0
4516,84,87,87,87,87,88,88,88,88,82,82,82,82,81,81,81,81,79,79,79,79,81,81,81,81,89,89,89,89,92,92,92,92,90,90,90,90,87,87,87,87,95,95,95,95,96,96,96,96,95,95,95,95,94,94,94,94,94,94,94,S4,1521986400,2018-03-25 14:00:00,1521987300,0,0.0,7,4.733333333,0
4517,94,95,95,95,95,92,92,92,92,88,88,88,88,91,91,91,91,91,91,91,91,88,88,88,88,95,95,95,95,92,92,92,92,89,89,89,89,95,95,95,95,95,95,95,95,93,93,93,93,90,90,90,90,91,91,91,91,95,95,95,S4,1521987300,2018-03-25 14:15:00,1521988200,0,0.0,7,3.4,0
4518,95,92,92,92,92,87,87,87,87,96,96,96,96,94,94,94,94,102,102,102,102,99,99,99,99,93,93,93,93,89,89,89,89,82,82,82,82,87,87,87,87,85,85,85,85,83,83,83,83,90,90,90,90,90,90,90,90,87,87,87,S4,1521988200,2018-03-25 14:30:00,1521989100,0,0.0,7,4.466666667,0
4519,87,91,91,91,91,91,91,91,91,88,88,88,88,87,87,87,87,82,82,82,82,85,85,85,85,95,95,95,95,103,103,103,103,98,98,98,98,99,99,99,99,105,105,105,105,99,99,99,99,93,93,93,93,90,90,90,90,90,90,90,S4,1521989100,2018-03-25 14:45:00,1521990000,0,0.0,7,5.2,0
4520,90,89,89,89,89,90,90,90,90,87,87,87,87,89,89,89,89,87,87,87,87,90,90,90,90,89,89,89,89,88,88,88,88,84,84,84,84,79,79,79,79,87,87,87,87,91,91,91,91,91,91,91,91,87,87,87,87,89,89,89,S4,1521990000,2018-03-25 15:00:00,1521990900,0,0.0,7,4.133333333,0
4521,89,84,84,84,84,80,80,80,80,82,82,82,82,77,77,77,77,74,74,74,74,72,72,72,72,71,71,71,71,69,69,69,69,66,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,74,74,74,74,79,79,79,79,81,81,81,S4,1521990900,2018-03-25 15:15:00,1521991800,0,0.0,7,3.533333333,0
4522,81,79,79,79,79,78,78,78,78,80,80,80,80,82,82,82,82,79,79,79,79,75,75,75,75,77,77,77,77,78,78,78,78,80,80,80,80,79,79,79,79,81,81,81,81,81,81,81,81,81,81,81,81,80,80,80,80,69,69,69,S4,1521991800,2018-03-25 15:30:00,1521992700,0,0.0,7,5.333333333,0
4523,69,68,68,68,68,79,79,79,79,79,79,79,79,77,77,77,77,78,78,78,78,77,77,77,77,79,79,79,79,76,76,76,76,68,68,68,68,80,80,80,80,78,78,78,78,79,79,79,79,90,90,90,90,76,76,76,76,71,71,71,S4,1521992700,2018-03-25 15:45:00,1521993600,0,0.0,7,5.2,0
4524,71,67,67,67,67,72,72,72,72,71,71,71,71,87,87,87,87,78,78,78,78,72,72,72,72,86,86,86,86,86,86,86,86,89,89,89,89,79,79,79,79,87,87,87,87,86,86,86,86,88,88,88,88,87,87,87,87,76,76,76,S4,1521993600,2018-03-25 16:00:00,1521994500,0,0.0,7,5.6,0
4525,76,69,69,69,69,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,75,75,75,75,65,65,65,65,67,67,67,67,68,68,68,68,66,66,66,66,69,69,69,69,62,62,62,62,61,61,61,61,62,62,62,62,58,58,58,S4,1521994500,2018-03-25 16:15:00,1521995400,0,0.0,7,4.6,0
4526,58,57,57,57,57,59,59,59,59,65,65,65,65,65,65,65,65,64,64,64,64,71,71,71,71,79,79,79,79,77,77,77,77,81,81,81,81,82,82,82,82,80,80,80,80,78,78,78,78,79,79,79,79,78,78,78,78,72,72,72,S4,1521995400,2018-03-25 16:30:00,1521996300,0,0.0,7,4.4,0
4527,72,79,79,79,79,79,79,79,79,79,79,79,79,77,77,77,77,79,79,79,79,76,76,76,76,70,70,70,70,74,74,74,74,81,81,81,81,77,77,77,77,78,78,78,78,84,84,84,84,84,84,84,84,83,83,83,83,84,84,84,S4,1521996300,2018-03-25 16:45:00,1521997200,0,0.0,7,4.133333333,0
4528,84,82,82,82,82,74,74,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,79,79,79,88,88,88,88,96,96,96,S4,1521997200,2018-03-25 17:00:00,1521998100,0,0.0,6,2.0,0
4529,96,94,94,94,94,95,95,95,95,118,118,118,118,98,98,98,98,85,85,85,85,81,81,81,81,80,80,80,80,74,74,74,74,81,81,81,81,84,84,84,84,82,82,82,82,88,88,88,88,79,79,79,79,85,85,85,85,86,86,86,S4,1521998100,2018-03-25 17:15:00,1521999000,0,0.0,7,4.6,0
4530,86,84,84,84,84,91,91,91,91,90,90,90,90,90,90,90,90,90,90,90,90,88,88,88,88,88,88,88,88,90,90,90,90,100,100,100,100,86,86,86,86,127,127,127,127,119,119,119,119,97,97,97,97,89,89,89,89,88,88,88,S4,1521999000,2018-03-25 17:30:00,1521999900,0,0.0,7,5.6,0
4531,88,84,84,84,84,85,85,85,85,88,88,88,88,88,88,88,88,88,88,88,88,86,86,86,86,82,82,82,82,78,78,78,78,78,78,78,78,78,78,78,78,84,84,84,84,81,81,81,81,79,79,79,79,80,80,80,80,85,85,85,S4,1521999900,2018-03-25 17:45:00,1522000800,0,0.0,4,4.0,0
4532,85,85,85,85,85,81,81,81,81,86,86,86,86,79,79,79,79,77,77,77,77,83,83,83,83,77,77,77,77,76,76,76,76,74,74,74,74,81,81,81,81,83,83,83,83,79,79,79,79,79,79,79,79,73,73,73,73,82,82,82,S4,1522000800,2018-03-25 18:00:00,1522001700,0,0.0,4,4.0,0
4533,82,75,75,75,75,72,72,72,72,81,81,81,81,74,74,74,74,70,70,70,70,75,75,75,75,83,83,83,83,106,106,106,106,104,104,104,104,97,97,97,97,110,110,110,110,112,112,112,112,107,107,107,107,111,111,111,111,106,106,106,S4,1522001700,2018-03-25 18:15:00,1522002600,0,0.0,7,6.0,0
4534,106,84,84,84,84,96,96,96,96,107,107,107,107,118,118,118,118,104,104,104,104,98,98,98,98,96,96,96,96,96,96,96,96,95,95,95,95,97,97,97,97,98,98,98,98,98,98,98,98,104,104,104,104,99,99,99,99,99,99,99,S4,1522002600,2018-03-25 18:30:00,1522003500,0,0.1,7,4.6,0
4535,99,98,98,98,98,98,98,98,98,98,98,98,98,97,97,97,97,96,96,96,96,105,105,105,105,101,101,101,101,98,98,98,98,95,95,95,95,93,93,93,93,97,97,97,97,101,101,101,101,95,95,95,95,95,95,95,95,96,96,96,S4,1522003500,2018-03-25 18:45:00,1522004400,0,0.0,7,5.266666667,0
4536,96,98,98,98,98,98,98,98,98,110,110,110,110,103,103,103,103,96,96,96,96,94,94,94,94,95,95,95,95,95,95,95,95,94,94,94,94,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,S4,1522004400,2018-03-25 19:00:00,1522005300,0,0.0,7,5.866666667,0
4537,95,93,93,93,93,92,92,92,92,92,92,92,92,90,90,90,90,91,91,91,91,93,93,93,93,88,88,88,88,90,90,90,90,90,90,90,90,85,85,85,85,92,92,92,92,93,93,93,93,94,94,94,94,88,88,88,88,92,92,92,S4,1522005300,2018-03-25 19:15:00,1522006200,0,0.0,7,3.333333333,0
4538,92,94,94,94,94,89,89,89,89,95,95,95,95,95,95,95,95,94,94,94,94,93,93,93,93,92,92,92,92,91,91,91,91,91,91,91,91,92,92,92,92,91,91,91,91,93,93,93,93,94,94,94,94,93,93,93,93,88,88,88,S4,1522006200,2018-03-25 19:30:00,1522007100,0,0.0,7,3.733333333,0
4539,88,87,87,87,87,91,91,91,91,89,89,89,89,89,89,89,89,98,98,98,98,95,95,95,95,92,92,92,92,93,93,93,93,94,94,94,94,90,90,90,90,92,92,92,92,91,91,91,91,90,90,90,90,92,92,92,92,91,91,91,S4,1522007100,2018-03-25 19:45:00,1522008000,0,0.0,7,3.666666667,0
4540,91,84,84,84,84,81,81,81,81,89,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,87,87,87,87,85,85,85,85,87,87,87,87,90,90,90,90,88,88,88,88,82,82,82,82,83,83,83,83,79,79,79,79,78,78,78,S4,1522008000,2018-03-25 20:00:00,1522008900,0,0.0,4,4.0,0
4541,78,78,78,78,78,84,84,84,84,91,91,91,91,94,94,94,94,94,94,94,94,87,87,87,87,82,82,82,82,80,80,80,80,80,80,80,80,87,87,87,87,88,88,88,88,82,82,82,82,80,80,80,80,76,76,76,76,93,93,93,S4,1522008900,2018-03-25 20:15:00,1522009800,0,0.0,7,3.4,0
4542,93,93,93,93,93,87,87,87,87,89,89,89,89,89,89,89,89,88,88,88,88,84,84,84,84,88,88,88,88,89,89,89,89,90,90,90,90,89,89,89,89,84,84,84,84,86,86,86,86,88,88,88,88,88,88,88,88,88,88,88,S4,1522009800,2018-03-25 20:30:00,1522010700,0,0.0,7,5.133333333,0
4543,88,88,88,88,88,85,85,85,85,88,88,88,88,87,87,87,87,87,87,87,87,87,87,87,87,92,92,92,92,91,91,91,91,88,88,88,88,91,91,91,91,91,91,91,91,93,93,93,93,93,93,93,93,92,92,92,92,94,94,94,S4,1522010700,2018-03-25 20:45:00,1522011600,0,0.0,7,4.8,0
4544,94,93,93,93,93,93,93,93,93,90,90,90,90,85,85,85,85,85,85,85,85,85,85,85,85,91,91,91,91,95,95,95,95,92,92,92,92,95,95,95,95,96,96,96,96,96,96,96,96,95,95,95,95,92,92,92,92,93,93,93,S4,1522011600,2018-03-25 21:00:00,1522012500,0,0.0,5,3.666666667,0
4545,93,93,93,93,93,91,91,91,91,93,93,93,93,91,91,91,91,92,92,92,92,92,92,92,92,91,91,91,91,88,88,88,88,85,85,85,85,88,88,88,88,93,93,93,93,93,93,93,93,94,94,94,94,93,93,93,93,94,94,94,S4,1522012500,2018-03-25 21:15:00,1522013400,0,0.0,6,4.133333333,0
4546,94,98,98,98,98,108,108,108,108,102,102,102,102,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,89,89,89,89,85,85,85,85,91,91,91,91,89,89,89,89,89,89,89,S4,1522013400,2018-03-25 21:30:00,1522014300,0,0.0,7,4.8,0
4547,89,89,89,89,89,89,89,89,89,93,93,93,93,92,92,92,92,95,95,95,95,97,97,97,97,101,101,101,101,94,94,94,94,95,95,95,95,96,96,96,96,96,96,96,96,92,92,92,92,91,91,91,91,84,84,84,84,78,78,78,S4,1522014300,2018-03-25 21:45:00,1522015200,0,0.0,7,4.466666667,0
4548,78,77,77,77,77,81,81,81,81,81,81,81,81,81,81,81,81,76,76,76,76,78,78,78,78,85,85,85,85,78,78,78,78,72,72,72,72,73,73,73,73,83,83,83,83,78,78,78,78,72,72,72,72,70,70,70,70,72,72,72,S4,1522015200,2018-03-25 22:00:00,1522016100,0,0.0,4,3.533333333,0
4549,72,69,69,69,69,67,67,67,67,68,68,68,68,66,66,66,66,67,67,67,67,66,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,69,69,69,69,73,73,73,73,84,84,84,84,72,72,72,S4,1522016100,2018-03-25 22:15:00,1522017000,0,0.01,7,2.866666667,0
4550,72,71,71,71,71,79,79,79,79,72,72,72,72,68,68,68,68,68,68,68,68,68,68,68,68,67,67,67,67,66,66,66,66,68,68,68,68,67,67,67,67,67,67,67,67,66,66,66,66,68,68,68,68,67,67,67,67,68,68,68,S4,1522017000,2018-03-25 22:30:00,1522017900,0,0.0,3,2.8,0
4551,68,67,67,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,89,89,89,89,89,89,89,89,87,87,87,87,79,79,79,79,72,72,72,72,68,68,68,68,67,67,67,67,66,66,66,66,66,66,66,66,66,66,66,S4,1522017900,2018-03-25 22:45:00,1522018800,0,0.0,7,2.6,0
4552,66,65,65,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,65,65,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,S4,1522018800,2018-03-25 23:00:00,1522019700,0,0.0,2,0.333333333,1
4553,66,66,66,66,66,66,66,66,66,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,S4,1522019700,2018-03-25 23:15:00,1522020600,0,0.0,2,0.6,1
4554,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,72,72,72,72,79,79,79,79,76,76,76,76,71,71,71,71,70,70,70,70,83,83,83,83,78,78,78,78,72,72,72,S4,1522020600,2018-03-25 23:30:00,1522021500,0,0.0,3,0.8,1
4555,72,70,70,70,70,71,71,71,71,70,70,70,70,69,69,69,69,69,69,69,69,70,70,70,70,80,80,80,80,86,86,86,86,75,75,75,75,71,71,71,71,70,70,70,70,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,S4,1522021500,2018-03-25 23:45:00,1522022400,0,0.0,5,0.6,1
4556,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,S4,1522022400,2018-03-26 0:00:00,1522023300,0,0.0,2,0.133333333,1
4557,70,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,69,69,69,69,70,70,70,70,81,81,81,81,78,78,78,78,72,72,72,72,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,S4,1522023300,2018-03-26 0:15:00,1522024200,0,0.0,3,0.4,1
4558,70,70,70,70,70,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,69,69,69,S4,1522024200,2018-03-26 0:30:00,1522025100,0,0.0,0,0.0,1
4559,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,S4,1522025100,2018-03-26 0:45:00,1522026000,0,0.0,0,0.0,1
4560,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,72,72,72,72,78,78,78,78,73,73,73,73,71,71,71,71,70,70,70,70,70,70,70,70,71,71,71,S4,1522026000,2018-03-26 1:00:00,1522026900,0,0.0,4,0.4,1
4561,71,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,69,69,69,69,69,69,69,S4,1522026900,2018-03-26 1:15:00,1522027800,0,0.0,2,0.466666667,1
4562,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,S4,1522027800,2018-03-26 1:30:00,1522028700,0,0.0,2,0.133333333,1
4563,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,68,68,68,68,66,66,66,66,68,68,68,68,85,85,85,85,85,85,85,85,86,86,86,86,84,84,84,84,73,73,73,73,68,68,68,68,65,65,65,65,65,65,65,S4,1522028700,2018-03-26 1:45:00,1522029600,0,0.0,7,1.866666667,1
4564,65,63,63,63,63,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,S4,1522029600,2018-03-26 2:00:00,1522030500,0,0.0,3,0.2,1
4565,62,61,61,61,61,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,61,61,61,61,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,63,63,63,63,74,74,74,74,66,66,66,66,63,63,63,63,62,62,62,S4,1522030500,2018-03-26 2:15:00,1522031400,0,0.0,4,0.466666667,1
4566,62,62,62,62,62,62,62,62,62,61,61,61,61,62,62,62,62,64,64,64,64,62,62,62,62,63,63,63,63,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,S4,1522031400,2018-03-26 2:30:00,1522032300,0,0.0,3,0.733333333,1
4567,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,S4,1522032300,2018-03-26 2:45:00,1522033200,0,0.0,3,0.333333333,1
4568,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,S4,1522033200,2018-03-26 3:00:00,1522034100,0,0.0,3,0.466666667,1
4569,66,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,S4,1522034100,2018-03-26 3:15:00,1522035000,0,0.0,2,0.2,1
4570,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,S4,1522035000,2018-03-26 3:30:00,1522035900,0,0.0,2,0.133333333,1
4571,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,S4,1522035900,2018-03-26 3:45:00,1522036800,0,0.0,3,0.4,1
4572,,65,65,65,65,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,62,62,62,62,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,S4,1522036800,2018-03-26 4:00:00,1522037700,0,0.0,2,0.266666667,1
4573,58,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,71,71,71,71,69,69,69,69,63,63,63,63,60,60,60,60,58,58,58,58,58,58,58,58,58,58,58,S4,1522037700,2018-03-26 4:15:00,1522038600,0,0.0,3,0.4,1
4574,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,57,58,58,58,58,58,58,58,58,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,S4,1522038600,2018-03-26 4:30:00,1522039500,0,0.0,3,0.2,1
4575,58,57,57,57,57,58,58,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,57,57,57,57,57,57,57,57,S4,1522039500,2018-03-26 4:45:00,1522040400,0,0.0,2,0.533333333,1
4576,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,57,57,57,57,59,59,59,59,57,57,57,57,58,58,58,58,58,58,58,58,57,57,57,S4,1522040400,2018-03-26 5:00:00,1522041300,0,0.0,3,0.933333333,1
4577,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,57,58,58,58,58,58,58,58,58,57,57,57,57,57,57,57,57,58,58,58,S4,1522041300,2018-03-26 5:15:00,1522042200,0,0.0,3,0.4,1
4578,58,58,58,58,58,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,57,57,57,57,57,58,58,58,S4,1522042200,2018-03-26 5:30:00,1522043100,0,0.0,2,0.266666667,1
4579,58,58,58,58,58,58,58,58,58,57,57,57,57,57,57,57,57,57,57,57,57,70,70,70,70,71,71,71,71,64,64,64,64,77,77,77,77,66,66,66,66,60,60,60,60,58,58,58,58,58,58,58,58,65,65,65,65,60,60,60,S4,1522043100,2018-03-26 5:45:00,1522044000,0,0.0,4,1.333333333,1
4580,60,61,61,61,61,61,61,61,61,60,60,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,69,69,69,69,77,77,77,77,67,67,67,67,63,63,63,63,62,62,62,S4,1522044000,2018-03-26 6:00:00,1522044900,0,0.0,5,0.733333333,1
4581,62,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,S4,1522044900,2018-03-26 6:15:00,1522045800,0,0.0,3,0.4,1
4582,58,58,58,58,58,60,60,60,60,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,S4,1522045800,2018-03-26 6:30:00,1522046700,0,0.0,3,0.333333333,1
4583,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,S4,1522046700,2018-03-26 6:45:00,1522047600,0,0.0,2,0.2,1
