,000_heartRate,015_heartRate,030_heartRate,045_heartRate,060_heartRate,075_heartRate,090_heartRate,105_heartRate,120_heartRate,135_heartRate,150_heartRate,165_heartRate,180_heartRate,195_heartRate,210_heartRate,225_heartRate,240_heartRate,255_heartRate,270_heartRate,285_heartRate,300_heartRate,315_heartRate,330_heartRate,345_heartRate,360_heartRate,375_heartRate,390_heartRate,405_heartRate,420_heartRate,435_heartRate,450_heartRate,465_heartRate,480_heartRate,495_heartRate,510_heartRate,525_heartRate,540_heartRate,555_heartRate,570_heartRate,585_heartRate,600_heartRate,615_heartRate,630_heartRate,645_heartRate,660_heartRate,675_heartRate,690_heartRate,705_heartRate,720_heartRate,735_heartRate,750_heartRate,765_heartRate,780_heartRate,795_heartRate,810_heartRate,825_heartRate,840_heartRate,855_heartRate,870_heartRate,885_heartRate,studyId,startTimeStamp,startDateTime,endTimeStamp,steps,distanceInMeters,maxMotionIntensity,meanMotionIntensity,sleepLabel
5567,68,76,76,76,76,82,82,82,82,81,81,81,81,76,76,76,76,69,69,69,69,71,71,71,71,83,83,83,83,83,83,83,83,76,76,76,76,79,79,79,79,76,76,76,76,68,68,68,68,72,72,72,72,74,74,74,74,75,75,75,S1,1491233400,2017-04-03 15:30:00,1491234300,0,0.0,4,4.0,0
5568,75,80,80,80,80,100,100,100,100,102,102,102,102,113,113,113,113,103,103,103,103,95,95,95,95,92,92,92,92,93,93,93,93,90,90,90,90,88,88,88,88,91,91,91,91,81,81,81,81,79,79,79,79,77,77,77,77,83,83,83,S1,1491234300,2017-04-03 15:45:00,1491235200,0,0.0,7,3.4,0
5569,83,83,83,83,83,78,78,78,78,75,75,75,75,74,74,74,74,74,74,74,74,74,74,74,74,76,76,76,76,92,92,92,92,93,93,93,93,90,90,90,90,83,83,83,83,76,76,76,76,75,75,75,75,76,76,76,76,88,88,88,S1,1491235200,2017-04-03 16:00:00,1491236100,0,0.0,5,2.0,0
5570,88,80,80,80,80,75,75,75,75,89,89,89,89,95,95,95,95,90,90,90,90,92,92,92,92,84,84,84,84,83,83,83,83,88,88,88,88,85,85,85,85,87,87,87,87,89,89,89,89,85,85,85,85,70,70,70,70,67,67,67,S1,1491236100,2017-04-03 16:15:00,1491237000,0,0.0,7,3.6,0
5571,67,73,73,73,73,77,77,77,77,71,71,71,71,70,70,70,70,70,70,70,70,68,68,68,68,66,66,66,66,85,85,85,85,81,81,81,81,71,71,71,71,68,68,68,68,68,68,68,68,67,67,67,67,66,66,66,66,67,67,67,S1,1491237000,2017-04-03 16:30:00,1491237900,0,0.0,4,3.733333333,0
5572,67,70,70,70,70,68,68,68,68,65,65,65,65,74,74,74,74,83,83,83,83,77,77,77,77,79,79,79,79,74,74,74,74,68,68,68,68,73,73,73,73,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,82,82,82,S1,1491237900,2017-04-03 16:45:00,1491238800,0,0.0,7,3.866666667,0
5573,82,73,73,73,73,69,69,69,69,68,68,68,68,68,68,68,68,67,67,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,79,79,79,79,75,75,75,75,70,70,70,70,68,68,68,68,67,67,67,S1,1491238800,2017-04-03 17:00:00,1491239700,0,0.0,7,2.866666667,0
5574,67,70,70,70,70,97,97,97,97,97,97,97,97,87,87,87,87,79,79,79,79,71,71,71,71,80,80,80,80,84,84,84,84,92,92,92,92,98,98,98,98,89,89,89,89,85,85,85,85,78,78,78,78,82,82,82,82,83,83,83,S1,1491239700,2017-04-03 17:15:00,1491240600,0,0.0,7,4.6,0
5575,83,86,86,86,86,89,89,89,89,93,93,93,93,85,85,85,85,78,78,78,78,86,86,86,86,87,87,87,87,92,92,92,92,85,85,85,85,83,83,83,83,76,76,76,76,72,72,72,72,73,73,73,73,69,69,69,69,67,67,67,S1,1491240600,2017-04-03 17:30:00,1491241500,0,0.0,7,4.4,0
5576,67,67,67,67,67,68,68,68,68,68,68,68,68,75,75,75,75,81,81,81,81,81,81,81,81,82,82,82,82,87,87,87,87,86,86,86,86,79,79,79,79,82,82,82,82,81,81,81,81,82,82,82,82,86,86,86,86,80,80,80,S1,1491241500,2017-04-03 17:45:00,1491242400,0,0.0,7,4.4,0
5577,80,73,73,73,73,87,87,87,87,81,81,81,81,74,74,74,74,74,74,74,74,85,85,85,85,84,84,84,84,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,75,75,75,75,76,76,76,76,83,83,83,S1,1491242400,2017-04-03 18:00:00,1491243300,0,0.0,4,4.0,0
5578,83,74,74,74,74,83,83,83,83,85,85,85,85,84,84,84,84,87,87,87,87,85,85,85,85,75,75,75,75,82,82,82,82,86,86,86,86,83,83,83,83,87,87,87,87,86,86,86,86,72,72,72,72,70,70,70,70,71,71,71,S1,1491243300,2017-04-03 18:15:00,1491244200,0,0.0,7,3.666666667,0
5579,71,71,71,71,71,71,71,71,71,69,69,69,69,80,80,80,80,90,90,90,90,89,89,89,89,80,80,80,80,74,74,74,74,71,71,71,71,82,82,82,82,79,79,79,79,84,84,84,84,87,87,87,87,84,84,84,84,72,72,72,S1,1491244200,2017-04-03 18:30:00,1491245100,0,0.0,7,3.933333333,0
5580,72,80,80,80,80,86,86,86,86,77,77,77,77,73,73,73,73,74,74,74,74,82,82,82,82,74,74,74,74,81,81,81,81,84,84,84,84,72,72,72,72,74,74,74,74,72,72,72,72,69,69,69,69,73,73,73,73,71,71,71,S1,1491245100,2017-04-03 18:45:00,1491246000,0,0.0,4,3.6,0
5581,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,73,73,73,73,71,71,71,71,68,68,68,68,69,69,69,69,72,72,72,72,73,73,73,73,82,82,82,82,90,90,90,90,88,88,88,88,81,81,81,81,84,84,84,S1,1491246000,2017-04-03 19:00:00,1491246900,0,0.0,4,3.666666667,0
5582,84,85,85,85,85,82,82,82,82,68,68,68,68,79,79,79,79,91,91,91,91,88,88,88,88,80,80,80,80,71,71,71,71,70,70,70,70,83,83,83,83,75,75,75,75,72,72,72,72,81,81,81,81,79,79,79,79,86,86,86,S1,1491246900,2017-04-03 19:15:00,1491247800,0,0.0,7,3.6,0
5583,86,85,85,85,85,86,86,86,86,83,83,83,83,75,75,75,75,71,71,71,71,72,72,72,72,69,69,69,69,79,79,79,79,75,75,75,75,80,80,80,80,75,75,75,75,85,85,85,85,95,95,95,95,89,89,89,89,81,81,81,S1,1491247800,2017-04-03 19:30:00,1491248700,0,0.0,7,4.133333333,0
5584,81,74,74,74,74,73,73,73,73,68,68,68,68,64,64,64,64,67,67,67,67,82,82,82,82,87,87,87,87,79,79,79,79,72,72,72,72,69,69,69,69,77,77,77,77,92,92,92,92,96,96,96,96,87,87,87,87,82,82,82,S1,1491248700,2017-04-03 19:45:00,1491249600,0,0.0,7,4.866666667,0
5585,82,84,84,84,84,93,93,93,93,99,99,99,99,87,87,87,87,87,87,87,87,89,89,89,89,88,88,88,88,105,105,105,105,90,90,90,90,85,85,85,85,109,109,109,109,101,101,101,101,85,85,85,85,85,85,85,85,85,85,85,S1,1491249600,2017-04-03 20:00:00,1491250500,0,0.0,7,4.666666667,0
5586,85,88,88,88,88,97,97,97,97,97,97,97,97,89,89,89,89,83,83,83,83,81,81,81,81,83,83,83,83,79,79,79,79,76,76,76,76,73,73,73,73,72,72,72,72,72,72,72,72,72,72,72,72,71,71,71,71,82,82,82,S1,1491250500,2017-04-03 20:15:00,1491251400,0,0.0,7,3.2,0
5587,82,85,85,85,85,85,85,85,85,83,83,83,83,77,77,77,77,78,78,78,78,79,79,79,79,79,79,79,79,86,86,86,86,82,82,82,82,93,93,93,93,91,91,91,91,83,83,83,83,84,84,84,84,82,82,82,82,83,83,83,S1,1491251400,2017-04-03 20:30:00,1491252300,0,0.0,6,4.666666667,0
5588,83,84,84,84,84,84,84,84,84,93,93,93,93,90,90,90,90,95,95,95,95,85,85,85,85,83,83,83,83,79,79,79,79,78,78,78,78,77,77,77,77,76,76,76,76,86,86,86,86,84,84,84,84,102,102,102,102,96,96,96,S1,1491252300,2017-04-03 20:45:00,1491253200,0,0.0,7,6.0,0
5589,96,92,92,92,92,96,96,96,96,88,88,88,88,84,84,84,84,96,96,96,96,90,90,90,90,86,86,86,86,93,93,93,93,101,101,101,101,97,97,97,97,89,89,89,89,86,86,86,86,86,86,86,86,87,87,87,87,81,81,81,S1,1491253200,2017-04-03 21:00:00,1491254100,0,0.0,7,5.733333333,0
5590,81,80,80,80,80,82,82,82,82,79,79,79,79,78,78,78,78,78,78,78,78,79,79,79,79,79,79,79,79,77,77,77,77,75,75,75,75,75,75,75,75,73,73,73,73,80,80,80,80,84,84,84,84,97,97,97,97,86,86,86,S1,1491254100,2017-04-03 21:15:00,1491255000,0,0.0,7,6.0,0
5591,86,82,82,82,82,80,80,80,80,80,80,80,80,74,74,74,74,75,75,75,75,76,76,76,76,72,72,72,72,72,72,72,72,79,79,79,79,70,70,70,70,68,68,68,68,67,67,67,67,66,66,66,66,75,75,75,75,78,78,78,S1,1491255000,2017-04-03 21:30:00,1491255900,0,0.0,7,3.933333333,0
5592,78,70,70,70,70,65,65,65,65,64,64,64,64,63,63,63,63,63,63,63,63,78,78,78,78,71,71,71,71,67,67,67,67,78,78,78,78,66,66,66,66,66,66,66,66,76,76,76,76,80,80,80,80,92,92,92,92,95,95,95,S1,1491255900,2017-04-03 21:45:00,1491256800,0,0.0,7,4.666666667,0
5593,95,101,101,101,101,100,100,100,100,101,101,101,101,99,99,99,99,99,99,99,99,100,100,100,100,101,101,101,101,101,101,101,101,99,99,99,99,97,97,97,97,100,100,100,100,101,101,101,101,100,100,100,100,89,89,89,89,80,80,80,S1,1491256800,2017-04-03 22:00:00,1491257700,0,0.0,7,6.4,0
5594,80,76,76,76,76,73,73,73,73,77,77,77,77,79,79,79,79,79,79,79,79,81,81,81,81,78,78,78,78,78,78,78,78,81,81,81,81,78,78,78,78,77,77,77,77,77,77,77,77,79,79,79,79,91,91,91,91,91,91,91,S1,1491257700,2017-04-03 22:15:00,1491258600,0,0.0,7,4.8,0
5595,91,85,85,85,85,98,98,98,98,92,92,92,92,86,86,86,86,85,85,85,85,84,84,84,84,83,83,83,83,83,83,83,83,82,82,82,82,92,92,92,92,96,96,96,96,105,105,105,105,100,100,100,100,83,83,83,83,78,78,78,S1,1491258600,2017-04-03 22:30:00,1491259500,0,0.0,7,4.866666667,0
5596,78,93,93,93,93,88,88,88,88,86,86,86,86,80,80,80,80,77,77,77,77,80,80,80,80,82,82,82,82,90,90,90,90,100,100,100,100,87,87,87,87,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,83,83,83,S1,1491259500,2017-04-03 22:45:00,1491260400,0,0.0,7,4.866666667,0
5597,83,73,73,73,73,70,70,70,70,69,69,69,69,68,68,68,68,69,69,69,69,77,77,77,77,82,82,82,82,69,69,69,69,68,68,68,68,88,88,88,88,67,67,67,67,66,66,66,66,69,69,69,69,66,66,66,66,67,67,67,S1,1491260400,2017-04-03 23:00:00,1491261300,0,0.0,7,3.0,0
5598,67,67,67,67,67,68,68,68,68,67,67,67,67,66,66,66,66,66,66,66,66,68,68,68,68,66,66,66,66,67,67,67,67,66,66,66,66,65,65,65,65,65,65,65,65,67,67,67,67,66,66,66,66,66,66,66,66,65,65,65,S1,1491261300,2017-04-03 23:15:00,1491262200,0,0.0,4,1.666666667,0
5599,65,66,66,66,66,64,64,64,64,65,65,65,65,77,77,77,77,99,99,99,99,100,100,100,100,73,73,73,73,64,64,64,64,64,64,64,64,65,65,65,65,66,66,66,66,63,63,63,63,65,65,65,65,63,63,63,63,64,64,64,S1,1491262200,2017-04-03 23:30:00,1491263100,0,0.0,7,2.666666667,0
5600,64,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,72,72,72,72,78,78,78,78,82,82,82,82,71,71,71,71,65,65,65,65,64,64,64,64,64,64,64,64,63,63,63,63,64,64,64,64,,,,S1,1491263100,2017-04-03 23:45:00,1491264000,0,0.04,4,1.533333333,0
5601,,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,63,63,63,63,63,63,63,63,64,64,64,64,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,S1,1491264000,2017-04-04 0:00:00,1491264900,0,0.0,3,2.0,0
5602,63,63,63,63,63,66,66,66,66,89,89,89,89,82,82,82,82,72,72,72,72,75,75,75,75,76,76,76,76,68,68,68,68,66,66,66,66,66,66,66,66,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,S1,1491264900,2017-04-04 0:15:00,1491265800,0,0.0,4,1.733333333,0
5603,65,65,65,65,65,64,64,64,64,65,65,65,65,64,64,64,64,63,63,63,63,64,64,64,64,63,63,63,63,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,S1,1491265800,2017-04-04 0:30:00,1491266700,0,0.0,0,0.0,1
5604,64,64,64,64,64,63,63,63,63,64,64,64,64,64,64,64,64,63,63,63,63,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,63,63,63,S1,1491266700,2017-04-04 0:45:00,1491267600,0,0.0,0,0.0,1
5605,63,63,63,63,63,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,63,63,63,63,63,63,63,63,64,64,64,64,63,63,63,S1,1491267600,2017-04-04 1:00:00,1491268500,0,0.0,0,0.0,1
5606,63,63,63,63,63,63,63,63,63,64,64,64,64,66,66,66,66,79,79,79,79,70,70,70,70,65,65,65,65,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,S1,1491268500,2017-04-04 1:15:00,1491269400,0,0.0,3,0.2,1
5607,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,S1,1491269400,2017-04-04 1:30:00,1491270300,0,0.0,3,0.4,1
5608,63,63,63,63,63,63,63,63,63,60,60,60,60,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,57,57,57,57,58,58,58,58,57,57,57,S1,1491270300,2017-04-04 1:45:00,1491271200,0,0.0,3,0.533333333,1
5609,57,57,57,57,57,58,58,58,58,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,S1,1491271200,2017-04-04 2:00:00,1491272100,0,0.0,2,0.133333333,1
5610,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,S1,1491272100,2017-04-04 2:15:00,1491273000,0,0.0,0,0.0,1
5611,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,S1,1491273000,2017-04-04 2:30:00,1491273900,0,0.0,3,0.2,1
5612,56,56,56,56,56,58,58,58,58,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,72,72,72,72,66,66,66,66,64,64,64,S1,1491273900,2017-04-04 2:45:00,1491274800,0,0.0,3,0.333333333,1
5613,64,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,61,61,61,61,62,62,62,62,61,61,61,S1,1491274800,2017-04-04 3:00:00,1491275700,0,0.0,3,0.2,1
5614,61,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,63,63,63,S1,1491275700,2017-04-04 3:15:00,1491276600,0,0.0,3,0.333333333,1
5615,63,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,61,61,61,61,61,61,61,61,62,62,62,62,61,61,61,61,61,61,61,S1,1491276600,2017-04-04 3:30:00,1491277500,0,0.0,3,0.2,1
5616,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,,,,,,,,,,,,,,,,,,,,S1,1491277500,2017-04-04 3:45:00,1491278400,0,0.0,2,0.133333333,1
5617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1491278400,2017-04-04 4:00:00,1491279300,0,0.0,0,0.0,1
5618,,,,,,,,,,65,65,65,65,62,62,62,62,57,57,57,57,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,55,55,55,55,56,56,56,S1,1491279300,2017-04-04 4:15:00,1491280200,0,0.0,2,0.133333333,1
5619,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54,54,54,S1,1491280200,2017-04-04 4:30:00,1491281100,0,0.0,4,0.8,1
5620,54,54,54,54,54,55,55,55,55,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,62,62,62,62,63,63,63,63,55,55,55,55,52,52,52,52,50,50,50,50,51,51,51,51,49,49,49,S1,1491281100,2017-04-04 4:45:00,1491282000,0,0.0,4,1.333333333,1
5621,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,61,61,61,61,59,59,59,59,53,53,53,53,51,51,51,51,50,50,50,50,50,50,50,50,50,50,50,50,62,62,62,62,60,60,60,60,52,52,52,S1,1491282000,2017-04-04 5:00:00,1491282900,0,0.0,4,2.2,1
5622,52,51,51,51,51,57,57,57,57,63,63,63,63,54,54,54,54,51,51,51,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,S1,1491282900,2017-04-04 5:15:00,1491283800,0,0.0,4,0.4,1
5623,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,S1,1491283800,2017-04-04 5:30:00,1491284700,0,0.0,2,0.133333333,1
5624,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,S1,1491284700,2017-04-04 5:45:00,1491285600,0,0.0,2,0.133333333,1
5625,52,52,52,52,52,63,63,63,63,65,65,65,65,56,56,56,56,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,65,65,65,65,76,76,76,76,64,64,64,64,56,56,56,S1,1491285600,2017-04-04 6:00:00,1491286500,0,0.0,7,1.266666667,1
5626,56,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,S1,1491286500,2017-04-04 6:15:00,1491287400,0,0.0,0,0.0,1
5627,52,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,51,51,51,51,52,52,52,52,52,52,52,52,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,51,51,51,52,52,52,S1,1491287400,2017-04-04 6:30:00,1491288300,0,0.0,3,0.266666667,1
5628,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,60,60,60,60,62,62,62,62,55,55,55,55,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,S1,1491288300,2017-04-04 6:45:00,1491289200,0,0.0,2,0.266666667,1
5629,52,51,51,51,51,52,52,52,52,52,52,52,52,51,51,51,51,52,52,52,52,52,52,52,52,53,53,53,53,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,S1,1491289200,2017-04-04 7:00:00,1491290100,0,0.0,3,0.733333333,1
5630,52,52,52,52,52,52,52,52,52,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,S1,1491290100,2017-04-04 7:15:00,1491291000,0,0.0,3,0.533333333,1
5631,52,52,52,52,52,53,53,53,53,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,S1,1491291000,2017-04-04 7:30:00,1491291900,0,0.0,3,0.2,1
5632,55,55,55,55,55,55,55,55,55,62,62,62,62,68,68,68,68,59,59,59,59,56,56,56,56,55,55,55,55,54,54,54,54,55,55,55,55,56,56,56,56,55,55,55,55,55,55,55,55,54,54,54,54,55,55,55,55,54,54,54,S1,1491291900,2017-04-04 7:45:00,1491292800,0,0.0,4,0.6,0
5633,54,54,54,54,54,57,57,57,57,66,66,66,66,59,59,59,59,56,56,56,56,72,72,72,72,70,70,70,70,68,68,68,68,62,62,62,62,73,73,73,73,72,72,72,72,63,63,63,63,59,59,59,59,57,57,57,57,57,57,57,S1,1491292800,2017-04-04 8:00:00,1491293700,0,0.0,4,3.066666667,0
5634,57,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,57,60,60,60,60,76,76,76,76,77,77,77,77,76,76,76,76,77,77,77,77,67,67,67,67,61,61,61,61,59,59,59,S1,1491293700,2017-04-04 8:15:00,1491294600,0,0.0,7,2.4,0
5635,59,58,58,58,58,58,58,58,58,59,59,59,59,75,75,75,75,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,77,77,77,77,76,76,76,76,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,S1,1491294600,2017-04-04 8:30:00,1491295500,0,0.0,7,5.8,0
5636,78,78,78,78,78,77,77,77,77,80,80,80,80,95,95,95,95,83,83,83,83,87,87,87,87,86,86,86,86,80,80,80,80,87,87,87,87,81,81,81,81,90,90,90,90,100,100,100,100,89,89,89,89,84,84,84,84,82,82,82,S1,1491295500,2017-04-04 8:45:00,1491296400,0,0.0,7,5.4,0
5637,82,82,82,82,82,81,81,81,81,96,96,96,96,84,84,84,84,72,72,72,72,71,71,71,71,84,84,84,84,93,93,93,93,84,84,84,84,81,81,81,81,81,81,81,81,81,81,81,81,79,79,79,79,87,87,87,87,84,84,84,S1,1491296400,2017-04-04 9:00:00,1491297300,0,0.0,7,4.933333333,0
5638,84,80,80,80,80,80,80,80,80,79,79,79,79,78,78,78,78,74,74,74,74,79,79,79,79,76,76,76,76,79,79,79,79,80,80,80,80,79,79,79,79,72,72,72,72,72,72,72,72,70,70,70,70,90,90,90,90,84,84,84,S1,1491297300,2017-04-04 9:15:00,1491298200,0,0.0,7,5.466666667,0
5639,84,81,81,81,81,76,76,76,76,77,77,77,77,78,78,78,78,77,77,77,77,78,78,78,78,81,81,81,81,81,81,81,81,78,78,78,78,77,77,77,77,79,79,79,79,74,74,74,74,79,79,79,79,79,79,79,79,77,77,77,S1,1491298200,2017-04-04 9:30:00,1491299100,0,0.0,7,5.133333333,0
5640,77,74,74,74,74,78,78,78,78,91,91,91,91,93,93,93,93,87,87,87,87,75,75,75,75,70,70,70,70,76,76,76,76,72,72,72,72,70,70,70,70,66,66,66,66,63,63,63,63,66,66,66,66,73,73,73,73,75,75,75,S1,1491299100,2017-04-04 9:45:00,1491300000,0,0.0,7,4.333333333,0
5641,75,73,73,73,73,69,69,69,69,66,66,66,66,73,73,73,73,66,66,66,66,73,73,73,73,72,72,72,72,66,66,66,66,62,62,62,62,62,62,62,62,59,59,59,59,60,60,60,60,63,63,63,63,61,61,61,61,62,62,62,S1,1491300000,2017-04-04 10:00:00,1491300900,0,0.0,4,2.466666667,0
5642,62,61,61,61,61,61,61,61,61,62,62,62,62,61,61,61,61,62,62,62,62,63,63,63,63,62,62,62,62,61,61,61,61,60,60,60,60,64,64,64,64,83,83,83,83,76,76,76,76,82,82,82,82,70,70,70,70,88,88,88,S1,1491300900,2017-04-04 10:15:00,1491301800,0,0.0,7,3.666666667,0
5643,88,99,99,99,99,88,88,88,88,72,72,72,72,64,64,64,64,62,62,62,62,63,63,63,63,62,62,62,62,61,61,61,61,61,61,61,61,64,64,64,64,62,62,62,62,62,62,62,62,61,61,61,61,70,70,70,70,77,77,77,S1,1491301800,2017-04-04 10:30:00,1491302700,0,0.0,5,2.733333333,0
5644,77,83,83,83,83,78,78,78,78,72,72,72,72,71,71,71,71,66,66,66,66,77,77,77,77,75,75,75,75,71,71,71,71,64,64,64,64,64,64,64,64,65,65,65,65,62,62,62,62,60,60,60,60,62,62,62,62,62,62,62,S1,1491302700,2017-04-04 10:45:00,1491303600,0,0.0,4,2.666666667,0
5645,62,63,63,63,63,63,63,63,63,78,78,78,78,84,84,84,84,82,82,82,82,81,81,81,81,79,79,79,79,80,80,80,80,75,75,75,75,81,81,81,81,79,79,79,79,70,70,70,70,72,72,72,72,71,71,71,71,74,74,74,S1,1491303600,2017-04-04 11:00:00,1491304500,0,0.0,7,4.666666667,0
5646,74,65,65,65,65,64,64,64,64,63,63,63,63,62,62,62,62,70,70,70,70,66,66,66,66,67,67,67,67,97,97,97,97,96,96,96,96,81,81,81,81,99,99,99,99,90,90,90,90,77,77,77,77,67,67,67,67,65,65,65,S1,1491304500,2017-04-04 11:15:00,1491305400,0,0.0,7,4.4,0
5647,65,75,75,75,75,68,68,68,68,63,63,63,63,64,64,64,64,75,75,75,75,82,82,82,82,71,71,71,71,64,64,64,64,66,66,66,66,64,64,64,64,64,64,64,64,64,64,64,64,67,67,67,67,80,80,80,80,83,83,83,S1,1491305400,2017-04-04 11:30:00,1491306300,0,0.0,5,2.866666667,0
5648,83,81,81,81,81,81,81,81,81,79,79,79,79,79,79,79,79,93,93,93,93,104,104,104,104,92,92,92,92,103,103,103,103,97,97,97,97,77,77,77,77,72,72,72,72,73,73,73,73,85,85,85,85,86,86,86,86,85,85,85,S1,1491306300,2017-04-04 11:45:00,1491307200,0,0.0,7,4.733333333,0
